,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
614,False,/bGfbeZ52aqTvxde9pjyC62jaSUg.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,919570,tt18550182,['RO'],ro,R.M.N.,"A few days before Christmas, having quit his job in Germany, Matthias returns to his Transylvanian village. He wishes to involve himself more in the education of his son, Rudi, left for too long in the care of his mother, Ana, and to rid him of the unresolved fears that have gripped him. He’s also eager to see his ex-lover Csilla and preoccupied about his old father, Otto. When a few new workers are hired at the small factory that Csilla manages, the peace of the community is disturbed, underlying fears grip the adults, and frustrations, conflicts and passions erupt through the thin sliver of apparent understanding and calm.",7.476,/kDcEfgF7CUo0IYLIazUYYqxagTG.jpg,"[{'id': 5545, 'logo_path': '/A9JHyYxaCXaxqsVQCw9kRsrwqNm.png', 'name': 'Mobra Films', 'origin_country': 'RO'}, {'id': 729, 'logo_path': '/hNxGdbddbsDDnEWJ7RNLcGCRSLQ.png', 'name': 'Why Not Productions', 'origin_country': 'FR'}, {'id': 591, 'logo_path': '/q5I5RDwMEiqoNmfaJgd2LraEOJY.png', 'name': 'France 3 Cinéma', 'origin_country': 'FR'}, {'id': 1926, 'logo_path': '/sORCydQs61kwWqRIIzPiBpgVVag.png', 'name': 'Les Films du Fleuve', 'origin_country': 'BE'}, {'id': 18230, 'logo_path': '/la7GdaztdxKjJ22IUKn6zHjKKa0.png', 'name': 'Filmgate Films', 'origin_country': 'SE'}, {'id': 2801, 'logo_path': '/bswb1PLLsKDUXMLgy42bZtCtIde.png', 'name': 'Film i Väst', 'origin_country': 'SE'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2022-06-03,450255,125,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Romanian', 'iso_639_1': 'ro', 'name': 'Română'}, {'english_name': 'Sinhalese', 'iso_639_1': 'si', 'name': 'සිංහල'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Hungarian', 'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,,R.M.N.,False,6.973,149
615,False,/8eihUxjQsJ7WvGySkVMC0EwbPAD.jpg,,11363000,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",https://www.parasite-movie.com/,496243,tt6751668,['KR'],ko,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",103.243,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,"[{'id': 4399, 'logo_path': '/rk3kE5QX2dQtH0pPwCHV12qfebg.png', 'name': 'Barunson E&A', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2019-05-30,257591776,133,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,Act like you own the place.,Parasite,False,8.5,18633
616,False,/vblTCXOWUQGSc837vgbhDRi4HSc.jpg,"{'id': 619802, 'name': 'The Roundup Collection', 'poster_path': '/lmf188GpuWrm9nrvhfpQzv65kcG.jpg', 'backdrop_path': '/ra2aSkkwOQRoymeg5p19PfnC9r9.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,955555,tt21364552,['KR'],ko,범죄도시 3,"Detective Ma Seok-do changes his affiliation from the Geumcheon Police Station to the Metropolitan Investigation Team, in order to eradicate Japanese gangsters who enter Korea to commit heinous crimes.",59.663,/lW6IHrtaATxDKYVYoQGU5sh0OVm.jpg,"[{'id': 129217, 'logo_path': '/s5rN5NUfE9yx21Yh0CuLULAGH5Y.png', 'name': 'Big Punch Pictures', 'origin_country': 'KR'}, {'id': 96989, 'logo_path': None, 'name': 'Hong Film', 'origin_country': 'KR'}, {'id': 84678, 'logo_path': '/8pjrX8L669kQUdCqCCpv3uWOSBC.png', 'name': 'BA Entertainment', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-05-31,83410298,105,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,Wipe out all the bastards!,The Roundup: No Way Out,False,7.2,452
617,False,/2x3krG2uKxE2hoAJ4729QLkKltM.jpg,"{'id': 1196130, 'name': 'Concrete Utopia Collection', 'poster_path': '/l4emA6jN9YQxhdpoZ4IThpMofc6.jpg', 'backdrop_path': '/9iJi448p9cvnpnLN7C0jBFjSseX.jpg'}",0,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",,729854,tt13086266,['KR'],ko,콘크리트 유토피아,"The world has been reduced to rubble by a massive earthquake. While no one knows for sure how far the ruins stretch, or what the cause of the earthquake may be, in the heart of Seoul there is only one apartment building left standing. It is called Hwang Gung Apartments. As time passes, outsiders start coming in to Hwang Gung Apartments trying to escape the extreme cold. Before long, the apartment residents are unable to cope with the increasing numbers. Feeling a threat to their very survival, the residents enact a special measure.",23.643,/4l68KHxnPSow8MvnGUpjqLzJtLJ.jpg,"[{'id': 127541, 'logo_path': '/Aq35mXuZv7lhPm8a60YKRaB9Vek.png', 'name': 'Climax Studios', 'origin_country': 'KR'}, {'id': 142033, 'logo_path': '/vDS74hixWNnaPQxJPN1a24ilsFT.png', 'name': 'BH Entertainment', 'origin_country': 'KR'}, {'id': 7819, 'logo_path': '/ghFZAt4edln0M7BzDExyYMzUGX1.png', 'name': 'Lotte Entertainment', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-08-09,28900000,130,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,We believe we are chosen.,Concrete Utopia,False,7.0,235
618,False,/vW016VDPIzzEgDzrC19xJ7pAoqg.jpg,,8500000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,774548,tt17494686,['KR'],ko,데시벨,A former Naval officer with a dark past must face off against an insurgent with a sound sensitive bomb.,11.133,/pnqJLYhdZ6NHPe4I3EwicS52GG0.jpg,"[{'id': 118767, 'logo_path': None, 'name': 'East Dream Synopex', 'origin_country': 'KR'}, {'id': 172538, 'logo_path': '/9W8vEzgSeT1gojBScmD2XJ6WYGD.png', 'name': 'Mindmark', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-11-16,6843970,110,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'english_name': 'Turkish', 'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,It will explode if it exceeds 100db.,Decibel,True,6.667,60
619,False,/5CdmpTPn5RAHjdByNnJ4iw3cFfz.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,993885,tt22191360,['KR'],ko,시맨틱 에러: 더 무비,Choo Sang-woo is the epitome of an inflexible and strict rule-abiding person. Jang Jae-young is like a semantic error in the perfect world of Choo Sang-woo. Will Sang-woo be able to work with Jae-young as an artist and engineer?,3.384,/Ae161is3LOyvt5tDpbqOkF8AnFM.jpg,"[{'id': 140163, 'logo_path': '/q67Iyada586WNxPdADWT47TCrWO.png', 'name': 'watcha', 'origin_country': 'KR'}, {'id': 110706, 'logo_path': '/vFns6HmcV18T2SRIBovpE6UFZh6.png', 'name': 'Raemongraein', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-08-31,600108,177,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,You are like an error in my perfect world,Semantic Error: The Movie,True,7.4,11
620,False,/dCWKwPjSdZ1xYvlifL91HdmvvNv.jpg,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,844386,tt22505124,['KR'],ko,옥수역귀신,Reporter Na-yeong and her partner investigate a series of mysterious deaths and a perplexing case where her source was allegedly already dead at the time of their interview. Together they end up confronting a terrifying truth.,5.525,/gx5dkBdGSFCijowANbLF5Ew7mOD.jpg,"[{'id': 112409, 'logo_path': None, 'name': 'Smile Ent.', 'origin_country': 'KR'}, {'id': 82604, 'logo_path': None, 'name': 'Zoa Films', 'origin_country': 'KR'}, {'id': 203392, 'logo_path': '/9NApPukOhlHj45EorXJgoKTEs9Q.png', 'name': 'Mystery Pictures', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",2023-04-19,2305305,80,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,Dead on arrival.,The Ghost Station,False,6.3,47
621,False,/eyKTNsJe8jgXhXrqDZ0WKgNCjMN.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",https://wellgousa.com/films/childe,1057001,tt27534328,['KR'],ko,귀공자,"Han, a Filipino-Korean boxer hits the final punch against his opponent at an illegal game and returns home with a few dollars to pay for his mother's surgery.",32.929,/pGDT06SpSbhDXlwnEMinKZblmtj.jpg,"[{'id': 20064, 'logo_path': '/2In7Heq6DuXDjOwPmJqHWkpohaL.png', 'name': 'Next Entertainment World', 'origin_country': 'KR'}, {'id': 128397, 'logo_path': '/wWFYPyArqOGiev5l7OufQTJXgQ8.png', 'name': 'Goldmoon Film', 'origin_country': 'KR'}, {'id': 106996, 'logo_path': '/stmGVs6UmgfqE9BYNB5lXjy5gQm.png', 'name': 'Studio & New', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-06-21,0,118,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'english_name': 'Ukrainian', 'iso_639_1': 'uk', 'name': 'Український'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The chase is on,The Childe,False,7.1,156
622,False,/fXmaCa7bE5mp9AMkVT8cKaI5GMK.jpg,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",,705996,tt12477480,['KR'],ko,헤어질 결심,"From a mountain peak in South Korea, a man plummets to his death. Did he jump, or was he pushed? When detective Hae-joon arrives on the scene, he begins to suspect the dead man’s wife Seo-rae. But as he digs deeper into the investigation, he finds himself trapped in a web of deception and desire.",27.368,/TDaXKGBqJUSbCQ9XjkrJs8GYuU.jpg,"[{'id': 34725, 'logo_path': '/cRqXC6Dy6AvTGS2wiMt26yGJgZA.png', 'name': 'Moho Film', 'origin_country': 'KR'}, {'id': 128404, 'logo_path': '/dP3usmr6di1jMPH738rvbxdkmSQ.png', 'name': 'CJ ENM', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2022-06-29,16914773,138,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,"The closer you look, the harder you fall.",Decision to Leave,False,7.339,1239
623,False,/pLwIQMNT4s2DbyftxR5LY390Gkc.jpg,,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",,753091,tt27688034,['KR'],ko,더 문,"In 2029, Korea's lunar probe Woori embarks on a historic journey to the moon, capturing global attention.",25.639,/8LfXejDvxnOGZ0VEBZMBVekGWgo.jpg,"[{'id': 147142, 'logo_path': '/2PLXkCFStjT8Quq3DeDj9dVbM5j.png', 'name': 'Blaad Studios', 'origin_country': 'KR'}, {'id': 199265, 'logo_path': '/mv2yDqAgT1ea1eTXZMDr89zX95M.png', 'name': 'CJ ENM Studios', 'origin_country': 'KR'}, {'id': 223561, 'logo_path': None, 'name': 'NaruN', 'origin_country': 'KR'}, {'id': 223562, 'logo_path': None, 'name': 'Cinema Plus', 'origin_country': 'KR'}, {'id': 103323, 'logo_path': '/6erRU1smLcM353NKVldsYyAFh56.png', 'name': 'Dexter Studios', 'origin_country': 'KR'}, {'id': 7036, 'logo_path': '/javbyY0ZCvlFJtly3tpZqf2NwLX.png', 'name': 'CJ Entertainment', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-08-02,92718,129,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,Only one astronaut is left stranded on the moon,The Moon,False,6.421,145
624,False,/xJkbxJBrnj2O1IRhR2M0cFpsWBz.jpg,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",,1148154,,['KR'],ko,마이 샤이니 월드,"Celebrating the 15th anniversary of SHINee’s debut, unveiling the deepest heart-to-heart story of ‘SHINee’ and ‘Us.’ Formed by SM Entertainment, SHINee is a boy band that debuted in 2008 with ""Replay"". The Korean idol group has made a recent comeback with its eighth album ""HARD"" which has made headlines by topping the iTunes Top Album Charts in 43 countries. MY SHINee WORLD will include behind-the-scenes from the concert preparation to the on-stage performances of the group’s recent concert, “SHINee WORLD VI [PERFECT ILLUMINATION]"" held at the KSPO Dome. In addition, there is a variety of unreleased contents as well as heart-to-heart interviews to watch SHINee's 15 years of history at a glance. As the production crew put the most importance on the storytelling that fans can relate to, the movie follows SHINee's history in the eyes of ""the fans,"" and gives them a chance to reflect on ""My 15 Years"" as well as ""SHINee's 15 Years.""",0.663,/tSh1OXAqzeYOOntDWrhwy36zCAa.jpg,"[{'id': 99961, 'logo_path': '/gtBic6gQQHp9LyfBfhF17XqZXJE.png', 'name': 'SM Entertainment', 'origin_country': 'KR'}, {'id': 91505, 'logo_path': '/c6ggS6OO4tyEcgBQ7sHs67LDfES.png', 'name': 'Plus M Entertainment', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-11-03,0,112,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,My SHINee World,False,0.0,0
625,False,/8fWHHZN1XjsTaGHpIdFRvrpdbSv.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,606400,tt21111120,['KR'],ko,교섭,"A group of Korean tourists is taken hostage by an extremist Taliban group in Afghanistan. The Korean government dispatches Jae-ho, known as one of Korea's most skilled diplomats, in order to handle the situation. Once he arrives, he asks for the Afghan government's cooperation and uses every means possible to free the hostages. However, his efforts go in vain. Due to his failure, he’s forced to work with Dae-sik, a special agent who is an expert on the Middle East. As they begin making their move to get to the Taliban, the first hostage death occurs. With nowhere else to turn, the two become unlikely allies in a race against time to save the rest of the hostages.",6.431,/nBwFfruuNu5JAkeum499yykZibo.jpg,"[{'id': 91505, 'logo_path': '/c6ggS6OO4tyEcgBQ7sHs67LDfES.png', 'name': 'Plus M Entertainment', 'origin_country': 'KR'}, {'id': 36633, 'logo_path': None, 'name': 'Watermelon Pictures', 'origin_country': 'KR'}, {'id': 59814, 'logo_path': None, 'name': 'One Take Film', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-01-18,13325763,108,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,Only 24 hours left to accomplish the mission impossible.,The Point Men,False,5.8,50
626,False,/yOn8w3aGd6Rf9JYki7XaC9ZiyDg.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10752, 'name': 'War'}]",,919207,tt22507524,['KR'],ko,서울의 봄,"After the assassination of President Park, martial law has been declared. A coup d’état bursts out by Defense Security Commander Chun Doo-gwang and a private band of officers following him. Capital Defense Commander Lee Tae-shin, an obstinate soldier who believes the military should not take political actions, fights against Chun Doo-gwang to stop him. The conflict between the two grows while military leaders are holding their decision and Defense Minister is gone. In the midst of chaos, the spring of Seoul that everyone longed for heads to unexpected direction.",19.727,/vy14tKxsbJYdDyFl6kQuVkK2s44.jpg,"[{'id': 108532, 'logo_path': '/lHzoqEuTPHwKSFiBx9skKpp9vCc.png', 'name': 'Hive Media Corp', 'origin_country': 'KR'}, {'id': 91505, 'logo_path': '/c6ggS6OO4tyEcgBQ7sHs67LDfES.png', 'name': 'Plus M Entertainment', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-11-22,0,142,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,The worst historical day in Korean democracy,12.12: The Day,False,7.4,98
627,False,/s1BbP2SgMgcSyJFYfFhNWocHr9Y.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,581395,tt27795356,['KR'],ko,비공식작전,"In Beirut 1986, during the Lebanese civil war a Korean diplomat is taken hostage without a trace. Two years pass and long forgotten, a young diplomat Min-jun receives a phone call proving that the hostage is still alive. With the given mission, Min-jun is sent to Beirut to save the hostage with a bag of ransom money.",6.36,/rXGVc5a3sIFpER8oIZU3Bccv9HL.jpg,"[{'id': 126641, 'logo_path': None, 'name': 'Wind Up Film', 'origin_country': 'KR'}, {'id': 202695, 'logo_path': None, 'name': 'Why Not Film', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-08-02,0,132,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,Two men. Bag of money. No support.,Ransomed,False,6.8,35
628,False,/4zPRr4QBd7G9ZxsVUbPa2jAo8IQ.jpg,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",https://www.mamamoomovie.com,1137172,tt28230511,['KR'],ko,마마무: 마이콘 더 무비,"Join K-pop's vocal powerhouse as they embark on their first world tour. Idols Solar, Moon Byul, Whee In, and Hwa Sa invite you on their journey. Witness their captivating vocals and dynamic performances, then delve into their personal and heartfelt stories like never before, offering a rare glimpse behind the scenes. Beginning with the MAMAMOO WORLD TOUR ""MY CON"" - SEOUL, the group's story unfolds.",1.304,/2qaOGbCvx03uCpzsHrXViaqRaK7.jpg,"[{'id': 201665, 'logo_path': None, 'name': 'Dream Engine Studio', 'origin_country': ''}, {'id': 201668, 'logo_path': None, 'name': 'RBW Inc.', 'origin_country': ''}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-06-21,0,124,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,"1,2,3 Eoi!",MAMAMOO: My Con the Movie,False,0.0,0
629,False,/elqCaVi6Amkx5hzPsJ3Km5Ru3Yg.jpg,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",,813079,tt22507484,['KR'],ko,타겟,"Soo-hyun, who has recently moved into a new house, buys a used washing machine through a second-hand app but finds out it doesn't work. Annoyed by the seller's irresponsibility, she leaves a comment calling the seller a con man, and reports it to the police. Little does she know that the seller is a psychopathic serial killer who uses an online second-hand market to lure his victims. Her comment renders his hunt for a new victim all but impossible so she becomes his next target. She starts receiving obscene phone calls, countless unwanted food deliveries, and strange men knocking on her door looking for a good time. A trip to the sender's address proves deadly serious when the police and Soo-hyun find a man's dead body.",9.473,/kYmoJSypfpB9OnwvxebiV1nZUXi.jpg,"[{'id': 151964, 'logo_path': None, 'name': 'Studio Pieona', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2023-08-30,0,101,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,I bought an item online from a killer,Don't Buy the Seller,False,6.7,54
